NRO,EMPRESA,TIPO_DOCUMENTO_TITULAR,NRO_DOCUMENTO_TITULAR,FECHA_NACIMIENTO_TITULAR,NOMBRE_TITULAR,PATERNO_TITULAR,MATERNO_TITULAR,NACIONALIDAD_TITULAR,SEXO_TITULAR,NRO_SEGURO_TITULAR,NRO_CELULAR_TITULAR,TITULAR_ES_BENEFICIARIA,TIPO_DOCUMENTO_BENEFICIARIA,NRO_DOCUMENTO_BENEFICIARIA,FECHA_NACIMIENTO_BENEFICIARIA,NOMBRE_BENEFICIARIA,PATERNO_BENEFICIARIA,MATERNO_BENEFICIARIA,NACIONALIDAD_BENEFICIARIA,SEXO_BENEFICIARIA,NRO_SEGURO_BENEFICIARIA,NRO_CELULAR_BENEFICIARIA,TIPO_SUBSIDIO,MONTO,CANTIDAD,TOTAL,NRO_ASIGNACION,DISTRITO,FECHA_INICIO,FECHA_FIN
187,MAGISTERIO,CI,3883797,07/01/1958,DOROTEO,PEREZ,RODRIGUEZ,BOLIVIA,M,354968,71539885,NO,CI,6470317,18/04/1993,DANIEL,VEGA,PONCE,BOLIVIA ,F,35354,78666851,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
188,MAGISTERIO,CI,7598230,17/10/1998,YERALIN,PEREZ,VARGAS,BOLIVIA,M,354969,71539886,NO,CI,7971277,08/10/1962,CARLOS,VEIZAGA,IRIARTE,BOLIVIA ,F,35354,78666852,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
189,MAGISTERIO,CI,5591718,04/03/1996,EXON,PESSOA,BANEGAS,BOLIVIA,F,354970,71539887,NO,CI,7947859,09/01/1963,ARIEL,VELA,,BOLIVIA ,F,35354,78666853,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
190,MAGISTERIO,CI,5764228,22/09/2008,DANIEL,PINTO,MARTINEZ,BOLIVIA,M,354971,71539888,NO,CI,5922190,06/05/2012,FELIX,VELARDE,QUISPE,BOLIVIA ,F,35354,78666854,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
191,MAGISTERIO,CI,6392450,03/05/1970,MELBY,PRIETO,SANTY,BOLIVIA,M,354972,71539889,NO,CI,3118511,30/01/2007,HUGO,VELASCO,MENESES,BOLIVIA ,F,35354,78666855,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
192,MAGISTERIO,CI,5621206,11/09/1977,MARIA,QUIÑONEZ,RAMIREZ,BOLIVIA,F,354973,71539890,NO,CI,5255735,11/09/1961,GERALDINNE,VELASCO,MERINO,BOLIVIA ,F,35354,78666856,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
193,MAGISTERIO,CI,6281682,15/09/1956,RUTH,QUISPE,YUCRA,BOLIVIA,F,354974,71539891,NO,CI,5971608,26/08/1957,PRISCILLA,VELASCO,SOLIZ,BOLIVIA ,F,35354,78666857,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
194,MAGISTERIO,CI,10786154,02/05/1973,LEIDY,RAMIREZ,,BOLIVIA,M,354975,71539892,NO,CI,5257876,04/11/1996,LOURDES,VELASQUEZ,CONDORI,BOLIVIA ,F,35354,78666858,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
195,MAGISTERIO,CI,4190321,17/06/1968,YASMANY,REA,SOSA,BOLIVIA,M,354976,71539893,NO,CI,5298620,06/07/1997,JHOVANA,VELASQUEZ,VALDIVIA,BOLIVIA ,F,35354,78666859,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
196,MAGISTERIO,CI,5618614,13/08/1971,MIRTHA,RIBERA,PEDRIEL,BOLIVIA,M,354977,71539894,NO,CI,5724282,20/05/1961,HENRY,VELIZ,QUIROZ,BOLIVIA ,F,35354,78666860,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
197,MAGISTERIO,CI,10794206,18/07/1972,ROBBY,RIOS,GUTIERREZ,BOLIVIA,F,354978,71539895,NO,CI,8012932,03/03/1973,ARIEL MIGUEL,VELIZ,,BOLIVIA ,F,35354,78666861,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
198,MAGISTERIO,CI,4174829,23/08/2009,CELIA,RIOS,TANWING,BOLIVIA,F,354979,71539896,NO,CI,3778413,09/08/2001,JOSE,VENTURA,VARGAS,BOLIVIA ,F,35354,78666862,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
199,MAGISTERIO,CI,4190125,28/09/1979,LIZ,RIVERO,APONTE,BOLIVIA,M,354980,71539897,NO,CI,6402231,11/05/1958,LAZARO,VERA,MARCA,BOLIVIA ,F,35354,78666863,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
200,MAGISTERIO,CI,7630989,09/09/1993,MIKELY,RIVERO,GUAYAO,BOLIVIA,M,354981,71539898,NO,CI,3773240,01/09/1991,DANIEL,VERA,SCHNURPFEIL,BOLIVIA ,F,35354,78666864,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
201,MAGISTERIO,CI,10795738,14/08/1960,CARLA PATRICIA,RIVERO,,BOLIVIA,F,354982,71539899,NO,CI,6784385,07/10/1970,EDDY,VERASTEGUI,YAÑIQUEZ,BOLIVIA ,F,35354,78666865,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
202,MAGISTERIO,CI,4160481,26/05/1960,ALEIDA,ROBLES,SUAREZ,BOLIVIA,F,354983,71539900,NO,CI,4425780,20/09/1961,JANNETH,VERDUGUEZ,GARCIA,BOLIVIA ,F,35354,78666866,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
203,MAGISTERIO,CI,4737061,05/05/1994,BELKY,ROCA,NOGALES,BOLIVIA,M,354984,71539901,NO,CI,5259999,09/09/1992,BRENDA,VERDUGUEZ,PEREZ,BOLIVIA ,F,35354,78666867,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
204,MAGISTERIO,CI,5605178,13/11/1960,LENNA EDEL,RODRIGUEZ,NUÑEZ,BOLIVIA,F,354985,71539902,NO,CI,4495467,26/03/2005,MARIELA,VIDAL,ORTEGA,BOLIVIA ,F,35354,78666868,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
205,MAGISTERIO,CI,4198508,03/05/1987,MARIANA,RODRIGUEZ,ROSSELL,BOLIVIA,F,354986,71539903,NO,CI,6505148,01/01/2000,LUIS,VIDEZ,AGUAYO,BOLIVIA ,F,35354,78666869,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
206,MAGISTERIO,CI,5602052,12/05/1988,RANSPHIER,RODRIGUEZ,VACA,BOLIVIA,M,354987,71539904,NO,CI,5789299,01/07/1990,MARIA DEL ROSARIO,VILAR,,BOLIVIA ,F,35354,78666870,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
207,MAGISTERIO,CI,5618537,25/08/1959,HORTENCIA,RODRIGUEZ,,BOLIVIA,M,354988,71539905,NO,CI,5691493,10/08/1982,CARLA,VILLALPANDO,PORCEL,BOLIVIA ,F,35354,78666871,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
208,MAGISTERIO,CI,3533830,13/11/2009,JAVIER,ROJAS,,BOLIVIA,F,354989,71539906,NO,CI,5202710,17/05/2004,ELMER,VILLARROEL,ESCOBAR,BOLIVIA ,F,35354,78666872,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
209,MAGISTERIO,CI,7668279,05/11/1959,MICHAEL,ROJAS,RUIZ,BOLIVIA,M,354990,71539907,NO,CI,5906322,03/05/1960,CLAUDIA,VILLARROEL,FERNANDEZ,BOLIVIA ,F,35354,78666873,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
210,MAGISTERIO,CI,5628669,17/06/1963,JESUS,ROMERO,,BOLIVIA,F,354991,71539908,NO,CI,8806770,15/12/1991,DILFREDO,VILLARROEL,GUAMAN,BOLIVIA ,F,35354,78666874,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
211,MAGISTERIO,CI,12560765,14/09/2011,ERNESTO,ROSSELL,HURAZAÑA,BOLIVIA,F,354992,71539909,NO,CI,6532119,30/11/1965,ROCIO,VILLARROEL,MERIDA,BOLIVIA ,F,35354,78666875,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
212,MAGISTERIO,CI,7602843,02/11/1962,MILENKA,RUIZ,APONTE,BOLIVIA,M,354993,71539910,NO,CI,4502047,29/08/1977,LISBETH,VILLARROEL,VILLARROEL,BOLIVIA ,F,35354,78666876,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
213,MAGISTERIO,CI,5620057,28/06/2008,MIGUEL,SAAVEDRA,CASTRO,BOLIVIA,F,354994,71539911,NO,CI,6543110,13/05/1994,MAGALY,VILLEGAS,FRANCO,BOLIVIA ,F,35354,78666877,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
214,MAGISTERIO,CI,7609081,17/11/1995,ELSY,SAAVEDRA,,BOLIVIA,M,354995,71539912,NO,CI,6437802,08/10/1956,GABRIEL,VILLEGAS,ROJAS,BOLIVIA ,F,35354,78666878,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
215,MAGISTERIO,CI,5594988,29/12/1972,JOSE,SALAS,CUELLAR,BOLIVIA,F,354996,71539913,NO,CI,1731564,23/08/1959,JENNY,VIRUEZ,VIRUEZ,BOLIVIA ,F,35354,78666879,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
216,MAGISTERIO,CI,1734363,28/12/2003,EDWIN,SALAS,PEREZ,BOLIVIA,F,354997,71539914,NO,CI,1099909,11/08/1997,MARISOL,VISCARRA,FLORES,BOLIVIA ,F,35354,78666880,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
217,MAGISTERIO,CI,5620319,11/07/1966,JOSE,SALMON,MORENO,BOLIVIA,M,354998,71539915,NO,CI,7908703,02/08/1969,CLAUDIA,VISCARRA,TERAN,BOLIVIA ,F,35354,78666881,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
218,MAGISTERIO,CI,7619163,08/08/1978,LEONELA,SANCHEZ,RODRIGUEZ,BOLIVIA,F,354999,71539916,NO,CI,3142325,29/03/2010,GISELA,WIGAND,AGUILAR,BOLIVIA ,F,35354,78666882,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
219,MAGISTERIO,CI,4172853,02/09/1970,ERNESTO,SAUCEDO,LIMAICA,BOLIVIA,F,355000,71539917,NO,CI,4418624,09/03/2009,MARISOL,YNTURIAS,JIMENEZ,BOLIVIA ,F,35354,78666883,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
220,MAGISTERIO,CI,10790524,01/10/2008,WILBER,SAUCEDO,,BOLIVIA,F,355001,71539918,NO,CI,5569264,22/10/2007,ESTHER,YUCRA,AGUILAR,BOLIVIA ,F,35354,78666884,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
221,MAGISTERIO,CI,1939321,13/10/1978,BRENDA,SERRATH,CUELLAR,BOLIVIA,F,355002,71539919,NO,CI,7909433,10/10/1960,CLAUDIA,YUCRA,ARISPE,BOLIVIA ,F,35354,78666885,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
222,MAGISTERIO,CI,1768784,06/05/2000,SUELEN,SEYO,CARTAGENA,BOLIVIA,M,355003,71539920,NO,CI,6522886,03/02/1955,GABRIELA,YUCRA,GUZMAN,BOLIVIA ,F,35354,78666886,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
223,MAGISTERIO,CI,5600765,07/01/1974,JAIRO,SIBLER,RIVERO,BOLIVIA,M,355004,71539921,NO,CI,5220680,14/03/1999,CLAUDIA,ZABALAGA,ANGULO,BOLIVIA ,F,35354,78666887,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
224,MAGISTERIO,CI,7614031,21/09/1983,LICETH,SIRIPE,CRUZ,BOLIVIA,F,355005,71539922,NO,CI,3812594,29/05/2007,MIRTHA,ZAMBRANA,MONTAÑO,BOLIVIA ,F,35354,78666888,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
225,MAGISTERIO,CI,1927509,15/03/2009,CARLOS,SOSSA,MICHELIN,BOLIVIA,F,355006,71539923,NO,CI,3554642,09/04/2003,MARIA,ZAMBRANA,PEREIRA,BOLIVIA ,F,35354,78666889,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
226,MAGISTERIO,CI,5600095,07/06/1999,MAURICIO,SOSSA,,BOLIVIA,F,355007,71539924,NO,CI,4537273,03/07/1966,PATRICIA,ZAMBRANA,,BOLIVIA ,F,35354,78666890,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
227,MAGISTERIO,CI,10792386,13/02/2002,CLAUDIA,SOTTO,GILMET,BOLIVIA,M,355008,71539925,NO,CI,5254667,24/07/1997,EDWIN MARCOS,ZAMBRANA,,BOLIVIA ,F,35354,78666891,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
228,MAGISTERIO,CI,5385813,10/01/1994,JESSIKA,SPINATO,DUBRAVICH,BOLIVIA,M,355009,71539926,NO,CI,4453995,24/06/1974,GABRIELA,ZAMORA,VARGAS,BOLIVIA ,F,35354,78666892,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
229,MAGISTERIO,CI,4192243,12/12/1960,ADDY,SUAREZ,BUSTAMANTE,BOLIVIA,M,355010,71539927,NO,CI,5290205,22/09/1960,ALVARO,ZAPATA,REYES,BOLIVIA ,F,35354,78666893,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
230,MAGISTERIO,CI,4172801,15/12/1961,RUBEN,SUAREZ,HEREDIA,BOLIVIA,F,355011,71539928,NO,CI,4390503,22/03/2004,MARIO,ZAPATA,TERCEROS,BOLIVIA ,F,35354,78666894,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
231,MAGISTERIO,CI,4176544,15/06/1964,JUAN,SUAREZ,HURTADO,BOLIVIA,M,355012,71539929,NO,CI,7933701,17/04/2010,SILVERIO,ZAPATA,VEIZAGA,BOLIVIA ,F,35354,78666895,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
232,MAGISTERIO,CI,5596504,28/02/2004,EDER,SUAREZ,JIMENEZ,BOLIVIA,M,355013,71539930,NO,CI,7893752,04/06/2003,RODRIGO,ZEBALLOS,BELTRAN,BOLIVIA ,F,35354,78666896,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
233,MAGISTERIO,CI,5607878,22/02/1976,MARIA FERNANDA,SUAREZ,,BOLIVIA,F,355014,71539931,NO,CI,6532415,03/11/2002,YELKHA,ZELADA,NAVA,BOLIVIA ,F,35354,78666897,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
234,MAGISTERIO,CI,5581426,23/07/1979,JORGE,SUBIRANA,FARELL,BOLIVIA,F,355015,71539932,NO,CI,4814790,14/03/1964,ALISON,ZELADA,PINTO,BOLIVIA ,F,35354,78666898,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
235,MAGISTERIO,CI,4171870,27/03/1959,REMBERTO,TABORGA,PAZ,BOLIVIA,M,355016,71539933,NO,CI,3789587,13/05/2008,JOAQUIN,ZELADA,RIOS,BOLIVIA ,F,35354,78666899,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
236,MAGISTERIO,CI,7618016,28/07/1989,YAIR,TAMBO,FERNANDEZ,BOLIVIA,M,355017,71539934,NO,CI,7921424,21/06/1997,DANIELA,ZENTENO,MUÑOZ,BOLIVIA ,F,35354,78666900,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
237,MAGISTERIO,CI,7630580,11/07/1989,LUIS ALFREDO,TEMO,,BOLIVIA,M,355018,71539935,NO,CI,6466561,21/07/2006,BORIS,ZENTENO,VARGAS,BOLIVIA ,F,35354,78666901,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
238,MAGISTERIO,CI,3275379,04/08/1963,ALFREDO,TERRAZAS,SUAREZ,BOLIVIA,F,355019,71539936,NO,CI,6464016,04/03/1994,AMANDA,ZUAZO,MARCA,BOLIVIA ,F,35354,78666902,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
239,MAGISTERIO,CI,7617473,22/09/1968,ALBERTO,TIRINA,MOCHO,BOLIVIA,F,355020,71539937,NO,CI,7912164,18/06/2004,GABRIELA,ZUBIETA,TOLEDO,BOLIVIA ,F,35354,78666903,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
240,MAGISTERIO,CI,9272837,29/07/1984,FELIX RODOLFO,PEREZ,PEREZ,BOLIVIA,M,355021,71539938,NO,CI,7908295,10/07/1973,LOURDES,ZUÑIGA,RIVERA,BOLIVIA ,F,35354,78666904,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
241,MAGISTERIO,CI,4914359,10/01/1988,JORGE,UMADAY,QUETEGUARI,BOLIVIA,M,355022,71539939,NO,CI,6293241,02/06/1990,DAVID,ZURITA,CORNEJO,BOLIVIA ,F,35354,78666905,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
242,MAGISTERIO,CI,7629486,17/05/1997,DONOVAN,URIARTE,AZAHAR,BOLIVIA,F,355023,71539940,NO,CI,7899307,06/03/2011,CARLOS,ZURITA,FLORES,BOLIVIA ,F,35354,78666906,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
243,MAGISTERIO,CI,4175716,06/04/2005,WENDY,VACA,BECERRA,BOLIVIA,F,355024,71539941,NO,CI,6465526,11/02/1959,DENISSE,ZURITA,GUZMAN,BOLIVIA ,F,35354,78666907,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
244,MAGISTERIO,CI,5580071,15/02/1959,IVES,VACA,COIMBRA,BOLIVIA,M,355025,71539942,NO,CI,6558207,05/10/1987,JAZMIN,ZURITA,MOUNZON,BOLIVIA ,F,35354,78666908,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
245,MAGISTERIO,CI,5609331,30/10/1991,HORMANDO,VACA,MONTERO,BOLIVIA,F,355026,71539943,NO,CI,6452707,12/07/1971,RIMERT,ZURITA,ORTEGA,BOLIVIA ,F,35354,78666909,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
246,MAGISTERIO,CI,5594848,12/04/1998,TERESA,VACA,OVALE,BOLIVIA,F,355027,71539944,NO,CI,5165629,23/06/2011,MARIA,ZURITA,ZAMBRANA,BOLIVIA ,F,35354,78666910,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
247,MAGISTERIO,CI,5595278,24/02/2006,LERGIO,VACA,ZELADA,BOLIVIA,M,355028,71539945,NO,CI,5150754,05/09/2005,LENNY RUTH,ZURITA,,BOLIVIA ,F,35354,78666911,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
248,MAGISTERIO,CI,5611923,10/01/1983,NELSON,VACA,,BOLIVIA,M,355029,71539946,NO,CI,4876745,12/12/1974,READ,ABUCHAIN,DIAZ,BOLIVIA ,F,35354,78666912,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
249,MAGISTERIO,CI,4506588,07/06/2011,EDWIN,VARGAS,CAMPOS,BOLIVIA,F,355030,71539947,NO,CI,6993265,12/10/1990,JUAN,ACAHUANA,CRUZ,BOLIVIA ,F,35354,78666913,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
250,MAGISTERIO,CI,4187889,07/01/2003,TATIANA,VARGAS,LOTORE,BOLIVIA,M,355031,71539948,NO,CI,6729725,17/02/1956,GABRIELA,ACARAPI,ALARCON,BOLIVIA ,F,35354,78666914,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
251,MAGISTERIO,CI,5603037,24/06/2002,WATHNER,VARGAS,TIRINA,BOLIVIA,F,355032,71539949,NO,CI,6756192,03/09/2009,ANGEL,ADUVIRI,LIMACHI,BOLIVIA ,F,35354,78666915,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
252,MAGISTERIO,CI,7644662,31/05/2000,LIZETH ELVIA,VARGAS,,BOLIVIA,F,355033,71539950,NO,CI,4990325,21/11/2011,ELFI,ADUVIRI,,BOLIVIA ,F,35354,78666916,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
253,MAGISTERIO,CI,1932697,03/08/1970,JUAN,VASQUEZ,JUSTINIANO,BOLIVIA,M,355034,71539951,NO,CI,4741345,25/07/2010,GALO,AGRAMONT,CHACON,BOLIVIA ,F,35354,78666917,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
254,MAGISTERIO,CI,7595596,19/07/1981,JAIME,VASQUEZ,QUISBERTH,BOLIVIA,F,355035,71539952,NO,CI,4276870,03/11/2001,JORGE,AGUILA,HINOJOSA,BOLIVIA ,F,35354,78666918,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
255,MAGISTERIO,CI,7657174,29/11/1999,HERMES,VASQUEZ,,BOLIVIA,M,355036,71539953,NO,CI,2475004,26/06/1970,MIGUEL,AGUILAR,,BOLIVIA ,F,35354,78666919,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
256,MAGISTERIO,CI,4190780,07/01/1966,JOSE,VEJARANO,ARTEAGA,BOLIVIA,F,355037,71539954,NO,CI,6115548,19/09/1992,CINTHIA,AGUILAR,ACHOCALLA,BOLIVIA ,F,35354,78666920,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
257,MAGISTERIO,CI,4172274,17/05/1961,LORENA,VELASCO,,BOLIVIA,F,355038,71539955,NO,CI,3474269,16/12/2000,JORGE,AGUILAR,APARICIO,BOLIVIA ,F,35354,78666921,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
258,MAGISTERIO,CI,4803211,09/04/1997,FLAVIA,VILLARROEL,TRINO,BOLIVIA,M,355039,71539956,NO,CI,6899054,14/09/1985,OSCAR,AGUILAR,CATARI,BOLIVIA ,F,35354,78666922,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
259,MAGISTERIO,CI,9272336,15/01/1987,LEONOR,VIVEROS,SUAREZ,BOLIVIA,F,355040,71539957,NO,CI,6832398,10/09/1999,YANINA,AGUILAR,LAURA,BOLIVIA ,F,35354,78666923,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
260,MAGISTERIO,CI,5627325,24/07/1985,JORGE,WAKAMATSU,AGUANARY,BOLIVIA,F,355041,71539958,NO,CI,3339069,01/08/1981,FREDDY,AGUILAR,LIMACHI,BOLIVIA ,F,35354,78666924,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
261,MAGISTERIO,CI,5615101,06/10/1983,RODRIGO,YACA,,BOLIVIA,F,355042,71539959,NO,CI,6959667,11/11/2004,WENDY,AGUILAR,LIMACHI,BOLIVIA ,F,35354,78666925,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
262,MAGISTERIO,CI,5593330,21/09/2011,MONICA,YANNE,ZEBALLOS,BOLIVIA,F,355043,71539960,NO,CI,6100417,15/10/1965,LUZ,AGUILAR,QUISPE,BOLIVIA ,F,35354,78666926,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
263,MAGISTERIO,CI,5708612,09/03/1972,RUTH,YUBANERA,CANAMARI,BOLIVIA,M,355044,71539961,NO,CI,6000322,03/09/1981,ROXANA,AGUILAR,SAN MIGUEL,BOLIVIA ,F,35354,78666927,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
264,MAGISTERIO,CI,4191295,11/02/1979,REYNALDO,ZABALA,LOTORE,BOLIVIA,M,355045,71539962,NO,CI,4878471,11/08/2010,MARIA GUADALUPE,AGUILERA,,BOLIVIA ,F,35354,78666928,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
265,MAGISTERIO,CI,8236199,05/11/1998,AIDE,ABALOS,MARTINEZ,BOLIVIA,F,355046,71539963,NO,CI,6899479,31/03/1999,IVAN,AGUIRRE,CHAVEZ,BOLIVIA ,F,35354,78666929,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
266,MAGISTERIO,CI,5637590,19/11/2004,GERARDO,ACEITUNO,PEÑARANDA,BOLIVIA,F,355047,71539964,NO,CI,3442860,26/06/1991,MARIANA,AGUIRRE,ESPINOZA,BOLIVIA ,F,35354,78666930,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
267,MAGISTERIO,CI,7486695,01/12/1971,WILBER,ACHALA,,BOLIVIA,F,355048,71539965,NO,CI,5966288,20/08/1983,INOCENCIO,AJARACHI,MAMANI,BOLIVIA ,F,35354,78666931,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
268,MAGISTERIO,CI,7479220,24/05/1979,ROBERTO,ALDAZOSA,APAZA,BOLIVIA,M,355049,71539966,NO,CI,6897530,30/04/1999,MIRIAM,AJLLAHUANCA,APAZA,BOLIVIA ,F,35354,78666932,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
269,MAGISTERIO,CI,5499078,17/10/1956,ALCIRA,ALVAREZ,FERREL,BOLIVIA,M,355050,71539967,NO,CI,6786092,24/12/1978,GROBER,AJNOTA,ARTEAGA,BOLIVIA ,F,35354,78666933,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
270,MAGISTERIO,CI,7486652,01/10/1972,FABIANA,ALVAREZ,FLORES,BOLIVIA,M,355051,71539968,NO,CI,6154586,19/06/1959,RODRIGO,ALA,LLANOS,BOLIVIA ,F,35354,78666934,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
271,MAGISTERIO,CI,5682132,12/07/1955,MARIA,AMACHUY,CARAZANI,BOLIVIA,F,355052,71539969,NO,CI,6736328,23/04/2008,NELSON,ALANOCA,,BOLIVIA ,F,35354,78666935,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
272,MAGISTERIO,CI,1115234,23/08/1954,MARIO,AMELLER,DURAN,BOLIVIA,M,355053,71539970,NO,CI,3482715,10/08/1996,ALEJANDRA,ALARCON,ARZE,BOLIVIA ,F,35354,78666936,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
273,MAGISTERIO,CI,5652305,06/06/1987,RAUL,ARACENA,CORONADO,BOLIVIA,M,355054,71539971,NO,CI,5964968,22/06/1962,JUAN,ALARCON,CAMARA,BOLIVIA ,F,35354,78666937,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
274,MAGISTERIO,CI,5698340,12/02/2008,MAX,ARAMAYO,PORCEL,BOLIVIA,F,355055,71539972,NO,CI,4320490,24/09/1989,ROMEL,ALARCON,FANOLA,BOLIVIA ,F,35354,78666938,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
275,MAGISTERIO,CI,5644860,19/10/1969,ROBERTO,ARANCIBIA,MOLINA,BOLIVIA,F,355056,71539973,NO,CI,4874447,27/07/1956,MARIA,ALARCON,MALLEA,BOLIVIA ,F,35354,78666939,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
276,MAGISTERIO,CI,4148764,25/03/2006,JOSSETT,ARANCIBIA,VELASQUEZ,BOLIVIA,M,355057,71539974,NO,CI,4790497,28/02/1991,INGRID,ALARCON,MIRANDA,BOLIVIA ,F,35354,78666940,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
277,MAGISTERIO,CI,5496103,31/10/2006,EFRAIN,ARANDIA,TELLEZ,BOLIVIA,M,355058,71539975,NO,CI,8345348,02/09/1985,SOLEDAD,ALARCON,NINA,BOLIVIA ,F,35354,78666941,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
